article	aid	url	imageUrl	iid	hashvalueImage	title	text	nReads	nRecs	nClicks	ctr
514501174	125902	https://www.ksta.de/region/rhein-berg-oberberg/roesrath/personalmangel-koelner-gastronom-schliesst-kult-lokal--bagatelle--in-roesrath-32034312	https://www.ksta.de/image/32034326/2x1/300/150/48032c178af4d20691d89dc0fce34821/NT/roesrath-bagatelle-130219.jpg	126541	ffff700c000000f3	Kölner Gastronom schließt Kult-Lokal „Baga­telle“ in Rösrath	Trau­rige Nach­richt für alle Baga­tel­le-Fans in Hoff­nungs­thal: „Nach langer und gründ­li­cher Über­le­gung haben wir uns entschieden die Baga­telle in Hoff­nungs­thal im Laufe des Jahres zu schließen“, heißt es von Besitzer Daniel Rabe in einer Mittei	10539	10329	72	0.0069706651176299735
514501550	125903	https://www.ksta.de/politik/rnd/gefahrenzone-shisha-bar--wie-die-politik-wasserpfeifen-raucher-schuetzen-will-32033854	https://www.ksta.de/image/32033952/2x1/300/150/8311744d7e206db0f880d549eafedc92/Ai/gluehende-kohle-im-kopf-einer-wasserpfeife.jpg	126542	003c7fbf99580400	Wie die Politik Wasser­pfei­fen-Rau­cher schützen will	Shis­ha-Bars, in denen Wasser­pfeifen geraucht werden, sind bei jungen Leuten seit Jahren beliebt. Doch bei Kontrollen solcher Bars wurden immer wieder teils erheb­lich über­höhte Kohlen­mon­oxi­d-Werte fest­ge­stellt.Das geruch- und farb­lose Gas Kohlen­	311	20	0	0.0
514502035	125904	https://www.ksta.de/koeln/innenstadt/neues-koelner-fest-strassenland-tausende-besucher-erwartet---aufruf-zum-mitmachen-32030950	https://www.ksta.de/image/32030946/2x1/300/150/9454a167f2041e5417085d4e1e9df0cd/hn/die-nord-sued-fahrt.jpg	126543	1d1e1f1f3f3e7a62	Tausende Besu­cher erwartet – Aufruf zum Mitma­chen	Eigent­lich sollte es schon im vergan­genen Jahr passieren, nun wird die Nord-Süd-Fahrt am Sonntag, 23. Juni, auf drei Kilo­me­tern Länge für den Auto­ver­kehr gesperrt. Anlass ist das Festival „Stra­ßen­land“, das ein „Neu-Er­leben des öffent­li­chen Rau	4106	78	0	0.0
514502158	125905	https://www.ksta.de/panorama/einsatz-auf-hundefarm-tierschuetzer-bewahren-hunderte-hunde-vor-kochtopf-32034346	https://www.ksta.de/image/32034352/2x1/300/150/5b9efc084de782152f2a1bef761f47d9/nN/gerettete-hunde-1.jpg	126544	20181c3e3e7c1c1c	Tier­schützer bewahren Hunderte Hunde vor Koch­topf	Tier­schützer in Südkorea haben eine Rettungs­ak­tion gest­artet, um rund 200 Hunde vor dem Koch­topf zu bewahren. Die Tiere sollen in einer zwei­wö­chigen Aktion aus einer Hunde­farm im Bezirk Hongseong, rund 150 Kilo­meter südlich von Seoul, befreit wer	2581	80574	421	0.00522501054930871
514503572	125906	https://www.ksta.de/region/rhein-sieg-bonn/bonn/statische-sicherung-bonner-muenster-ist-in-teilen-eingeruestet---sanierung-beginnt-bald-32033024	https://www.ksta.de/image/32033020/2x1/300/150/e1b6e2a5632d3245bb2c44bf7a33e672/UB/sanierung-der-natursteinfassade.jpg	126545	90ba10203a7e7c70	Bonner Münster ist in Teilen einge­rüstet – Sanie­rung beginnt bald	Gerüste an der Ostapsis des Müns­ters künden es an: Mit der Sanie­rung der Fassaden des Gottes­hauses wird in Kürze begonnen. Wie die Katho­li­sche Kirchen­ge­meinde Sankt Martin mitteilt, fällt an der Apsis Anfang März der Start­schuss für eine der wich­	129	156	0	0.0
514503692	125907	https://www.ksta.de/bvb-in-london---alle-augen-auf-sancho-gerichtet--32026304	https://www.ksta.de/image/32026302/2x1/300/150/b704e8a6e0f72d66817442ed0a018f7d/qr/urn-newsml-dpa-com-20090101-190212-99-949353-large-4-3.jpg	126546	ff0c0c080038ffff	BVB in London: „Alle Augen auf Sancho gerichtet”	Für den früheren Bundes­li­ga-Profi Tony Wood­cock steht der Dort­munder Flügel­spieler Jadon Sancho beim Cham­pi­ons­-Lea­gue-Duell zwischen Tottenham Hotspur und dem BVB am Mitt­woch (21 Uhr, DAZN) in London beson­ders im Blick­punkt.„Dieses Spiel wird 	0	17	0	0.0
514503740	125908	https://www.ksta.de/panorama/problem-in-niedersachsen-wenn-der-wolf-das-pony-frisst-32034402	https://www.ksta.de/image/32034536/2x1/300/150/25df17fa9bfec7628f2832a82763fccf/cp/wuerger-vom-lichtenmoor.jpg	126547	7d797c747c5c4061	Wenn der Wolf das Pony frisst	Arnar Hall­dorsson erlitt einen Schock, als er sah, was von dem kleinen Islän­der­pferd Snót übrig geblieben war. Hinten auf der Weide lag der Kadaver: abge­nagte Rippen und Bein­kno­chen, nur der Kopf der acht Monate alten Stute war komplett übrig geblie	1484	8776	53	0.0060391978122151324
514505523	125909	https://www.ksta.de/region/rhein-sieg-bonn/bonn/schwer-verletzt-26-jaehrige-ueberschlaegt-sich-mit-auto-auf-der-b9-in-bonn-32034488	https://www.ksta.de/image/30006366/2x1/300/150/9bacbf8ebc27c7b739be64d357dbf990/NR/notarzt-arzt-symbolbild.jpg	126548	e78786850101e7fb	26-Jäh­rige über­schlägt sich mit Auto auf der B9 in Bonn	Auf der Godes­berger Allee (B 9) ist am Mitt­woch bei einem Verkehrs­un­fall eine 26-jäh­rige Auto­fah­rerin schwer verletzt worden.Wie die Polizei mitteilt, war ein ein 59-jäh­riger Mann gegen 9:05 Uhr mit seinen Klein­trans­porter in Rich­tung Bonn unte	1193	29	0	0.0
514507559	125911	https://www.ksta.de/panorama/mit-100-km-h-motorradfahrer-brettert-mit-sohn-an-schule-vorbei-32034654	https://www.ksta.de/image/32034670/2x1/300/150/3869e77c4e04a50a06b8fd81401ad618/rM/starenkasten.jpg	126550	fcf8787978781808	Motor­rad­fahrer bret­tert mit Sohn an Schule vorbei	Beson­ders eilig hatte es wohl ein 40-Jäh­riger in München: Ausge­rechnet mit seinem sechs­jäh­rigen Sohn als Sozius bret­terte der Motor­rad­fahrer inner­orts mit 96 Kilo­me­tern pro Stunde an einer Schule vorbei. Erlaubt ist hier nur Tempo 50, wie die P	1103	134	0	0.0
514507862	125912	https://www.ksta.de/region/rhein-berg-oberberg/overath/overather-stadtrat-gruene-kritisieren--unverantwortlichen-schattenhaushalt--32031280	https://www.ksta.de/image/23694936/2x1/300/150/c4533c5af8945444d41febf68c2ff40b/Ng/dpa-gruene-symbolbild.jpg	126551	00207c94f4fceee4	Grüne kriti­sieren „unver­ant­wort­li­chen Schat­ten­haus­halt“	Schweres Geschütz gegen CDU und FDP fahren die Grünen im Over­ather Stadtrat auf. Die beiden Parteien hätten einen „unver­ant­wort­li­chen Schat­ten­haus­halt“ für die Stadt­ent­wick­lungs­ge­sell­schaft beschlossen, womit „Intrans­pa­renz, Miss­wirt­scha	438	46	0	0.0
514507920	125913	https://www.ksta.de/koeln/grosseinsatz-am-koelner-hbf-person-unter-zug-eingequetscht---rettungskraefte-im-einsatz-32034566	https://www.ksta.de/image/32034746/2x1/300/150/7595b10bd3dde39c3e6254acf6e8337e/Ro/grosseinsatz-hbf.jpg	126552	ff7c781e1e000000	Lever­ku­sener unter Zug einge­quetscht – Gesund­heits­zu­stand kritisch	Im dichten Gedränge der Reisenden am Kölner Haupt­bahnhof war am Mitt­wochnach­mittag nur noch das Wasser, mit dem die Schienen an Gleis acht gerei­nigt worden waren, das letzte sicht­bare Zeichen für den schweren Unfall, der sich dort kurz zuvor ereignet	34524	21414	82	0.003829270570654712
514507953	125914	https://www.ksta.de/sport/1-fc-koeln/fc-trio-fehlt-in-paderborn-markus-anfang-ueber-die-chancen-von-anthony-modeste-32034694	https://www.ksta.de/image/32034716/2x1/300/150/335c8ad7da316876b8df9d74960deca6/bf/anfang-fc.jpg	126553	000808c7c7c7efef	Markus Anfang über die Chancen von Anthony Modeste	Auf diese Frage hat er nur gewartet. Und Markus Anfang lächelt, als der Trainer des 1. FC Köln auf Anthony Modeste ange­spro­chen. Nein, er könne immer noch nicht sagen, ob der Rück­kehrer zum Kader für das Auswärts­s­piel am Freitag (18.30 Uhr) beim SC P	6317	92	0	0.0
514509668	125915	https://www.ksta.de/region/euskirchen-eifel/euskirchen/land-prueft-jva-euskirchen-koennte-vergroessert-werden---kritik-vom-buergermeister-32029554	https://www.ksta.de/image/32029550/2x1/300/150/ee0d3e14622a0b2d2d4181148b5c73/wu/jva-euskirchen-eingang.jpg	126554	ffff011808f88880	JVA Euskir­chen könnte vergrö­ßert werden – Kritik vom Bürger­meister	Wäre die Justiz­voll­zugs­an­stalt Euskir­chen für eine Erwei­te­rung geeignet? Während Bürger­meister Dr. Uwe Friedl (CDU) Zweifel hegt, beharrt der Bau- und Liegen­schafts­be­trieb NRW auf seiner Einschät­zung, dass ein Anbau möglich ist.Friedl hatte im	1018	77	0	0.0
514510017	125916	https://www.ksta.de/panorama/stargast-beim-operball-elle-macpherson-aergert-richard-lugner-schon-jetzt-32034436	https://www.ksta.de/image/32034608/2x1/300/150/f81a2273c3949eb3d51f887348c4ebe9/bX/foto-elle.jpg	126555	c7c3c3c3c3c3c3c3	Elle Macpherson ärgert Richard Lugner schon jetzt	Das Rätsel ist gelüftet: Das austra­li­sche Model Elle Macpherson (54) begleitet den Ex-Bau­un­ter­nehmer Richard „Mörtel“ Lugner (86) dieses Jahr zum Wiener Opern­ball. Wie Lugner am Mitt­woch in Wien erzählte, seien dem Enga­ge­ment schwie­rige Verhand­	2517	109384	545	0.004982447158633804
514510072	125917	https://www.ksta.de/panorama/nach-asien-pazifik-gipfel-284-luxus-autos-auf-papua-neuguinea-vermisst-32034430	https://www.ksta.de/image/32034696/2x1/300/150/67eb345b6b9410df7bf9a9c4c87e7ffb/EA/gruppenfoto-apec-gipfel-2019.jpg	126556	00007ef08080b9ff	284 Luxus-Autos auf Papua-Neu­guinea vermisst	Auf Papua-Neu­guinea - einem der ärmsten Staaten der Welt - werden nach dem ersten inter­na­tio­nalen Gipfel­treffen der Landes­ge­schichte mehr als 280 Luxus-Autos vermisst. Der Chef der zustän­digen Abtei­lung, Dennis Corcoran, appel­lierte am Mitt­woch	812	65	0	0.0
514512852	125918	https://www.ksta.de/sport/fussball/real-star-kroos---die-naechsten-wochen-werden-entscheidend--32034886	https://www.ksta.de/image/32034884/2x1/300/150/24eb6dcedab72095db2590b7188fdb7f/Mg/urn-newsml-dpa-com-20090101-190213-99-970723-large-4-3.jpg	126557	18787050107fffff	Real-Star Kroos: „Die nächsten Wochen werden entschei­dend”	Real Madrids Mittel­feld-Star Toni Kroos hat den Kampf um die Spitze der spani­schen Fußball-Meis­ter­schaft noch nicht aufge­geben. Nach dem 3:1 im Stadt­derby gegen Atlético Madrid hat der in der Hinrunde schwä­chelnde Rekord­meister nur noch sechs Punk	8	38	0	0.0
514513344	125919	https://www.ksta.de/region/euskirchen-eifel/euskirchen/bis-ende-februar-euskirchener-eigentuemer-sollen-rechtzeitig-ihre-hecken-schneiden-32031306	https://www.ksta.de/image/32034990/2x1/300/150/140d249d88c9f0e376ec9e8910e555a/mS/hecke-schneiden-dpa.jpg	126558	fcf838b8f8786cec	Euskir­chener Eigen­tümer sollen recht­zeitig ihre Hecken schneiden	In der Zeit vom 1. März bis zum 30. September ist es verboten, Hecken, Wall­he­cken, Gebü­sche sowie Röhricht- und Schilf­be­stände zu roden, abzu­schneiden oder zu zerstören. Die Euskir­chener Verwal­tung erin­nert daran, bis zum 28. Februar erfor­der­li	4407	3689	20	0.005421523448088913
514514138	125920	https://www.ksta.de/koeln/polizei-sucht-zeugen-90-jaehrige-koelnerin-von-unbekannter-frau-im-hausflur-ueberfallen-32034900	https://www.ksta.de/image/32035032/2x1/300/150/be0a0e4dbaeeea59026814aeb0f8680f/AC/20182506-tb-polizei-einsatzwagen-01.jpg	126559	ff67c7eefce00001	90-jäh­rige Kölnerin von unbe­kannter Frau im Haus­flur über­fallen	Die Polizei fahndet  nach einer Frau, die am Diens­tag­abend eine 90-jäh­rige Kölnerin im Stadt­teil Vingst über­fallen hat. Gegen 18.20 Uhr betrat die 90-Jäh­rige das Trep­pen­haus des Mehr­fa­mi­li­en­hauses auf der Ostheimer Straße, als ihr eine unbe­k	1347	79	0	0.0
514515625	125921	https://www.ksta.de/koeln/fahrverbote-in-koeln-und-bonn-oberverwaltungsgericht-will-im-august-urteil-faellen-32035024	https://www.ksta.de/image/31975228/2x1/300/150/86779db710cb4566c13dbd4138f8d062/Hj/deisel-fahrverbot.jpg	126560	3f1f1d193b3b5998	Ober­ver­wal­tungs­ge­richt kündigt Urteil an	Im Rechtss­treit, ob es in Köln in Diesel­fahr­verbot geben wird, will das Ober­ver­wal­tungs­ge­richt Münster im kommenden August ein Urteil fällen. Der Termin­plan der obersten Instanz des Landes sieht vor, in dem selben Monat auch über ein Fahr­verbot 	4162	108	0	0.0
514516161	125922	https://www.ksta.de/region/rhein-sieg-bonn/siegburg/-alter-gaul--statt-rennflitzer-streit-um-manipulierten-tachostand-landet-vor-gericht-32030962	https://www.ksta.de/image/32035072/2x1/300/150/41ac3bf511cd8c0d1023428849ed949e/dA/nissan-gtr-symbolbild.jpg	126561	001684b89f818181	Streit um mani­pu­lierten Tacho­stand landet vor Gericht	Inter­essante Einblicke in die Welt des Handels mit gebrauchten Autos bekamen die Besu­cher bei einem Prozess vor dem Sieg­burger Amts­ge­richt. Es ging um einen Nissan GTR. „Ein Renn­wagen mit Stra­ßen­zu­las­sung“, sagte ein Poli­zist, der als Zeuge gel	5643	46753	230	0.004919470408316044
514517415	125923	https://www.ksta.de/ratgeber/finanzen/karriere/gehaltsvergleich-in-diesen-berufen-verdient-man-am-besten---und-am-schlechtesten-32033672	https://www.ksta.de/image/32035092/2x1/300/150/6ad4262a80d58fa11da52dc3d43ab552/gL/frau-geld-in-der-hand.jpg	126562	e3e3f3fbf3e3c1c0	In diesen Berufen verdient man am besten – und am schlech­testen	Sind Sie zufrieden mit Ihrem Einkommen? Jedes Jahr veröf­fent­licht Gehalt.de den Gehalts­atlas. Neben den Einkom­mens­un­ter­schieden in Bundes­län­dern und Städten, führt das Onli­ne­portal auch die am besten und am schlech­testen bezahlten Berufe Deuts	17110	15737	59	0.0037491262629471946
514517817	125924	https://www.ksta.de/panorama/brand-in-wohnhaus-arnsberger-feuerwehr-birgt-drei-tote-32035078	https://www.ksta.de/image/32035094/2x1/300/150/ca188c34b877cdde99a000ab2194c36a/TQ/feuer-in-arnsberg.jpg	126563	01c0f3fff0f07060	Arns­berger Feuer­wehr birgt drei Tote	Bei einem Wohn­h­aus­brand in Arns­berg sind am Mitt­woch drei Tote geborgen worden. „Wir gehen nach jetzigen Stand nicht davon aus, dass sich weitere Personen im dem Haus befinden“, sagte ein Poli­zei­spre­cher.Weitere Angaben zu den Opfern machte die Po	788	514	1	0.0019455252918287938
514519710	125925	https://www.ksta.de/region/rhein-erft/zahlen-in-rhein-erft-gestiegen-900-straftaten-rund-um-den-hambacher-forst-erfasst-32035110	https://www.ksta.de/image/32035176/2x1/300/150/31b5b2d888e934cfd7d3c71b32ee1757/NS/rheinerft-polizist-dpa.jpg	126564	9022849fdb978388	900 Straf­taten rund um den Hamba­cher Forst erfasst	Etwa 900 Fälle im Zusam­men­hang mit den Gescheh­nissen um den Hamba­cher Forst konnte die Polizei Rhein-Erft für das Jahr 2018 vermelden. Dadurch sei beson­ders in den vom Tagebau direkt betrof­fenen Kommunen Kerpen, Berg­heim, Bedburg und Elsdorf die Za	1363	167	0	0.0
514521752	125927	https://www.ksta.de/sport/mix/nba-star-wade-ueber-konkurrent-nowitzki---einer-der-groessten--32035206	https://www.ksta.de/image/32035204/2x1/300/150/755d5da20c7ce1d8b832b8b9b74f24dc/AD/urn-newsml-dpa-com-20090101-190213-99-971355-large-4-3.jpg	126566	69e1c7c7c1c1e0e0	NBA-Star Wade über Konkur­rent Nowitzki: „Einer der Größten”	NBA-Star Dwyane Wade, mit Miami Heat dreimal Meister in der nord­ame­ri­ka­ni­schen Basket­ball-Pro­fi­liga, schwärmt in höchsten Tönen von seinem lang­jäh­rigen Erzri­valen Dirk Nowitzki.„Er hat sein Team in den Jahren 2006 und 2011 gegen uns in zwei NBA	7	49	0	0.0
514521890	125928	https://www.ksta.de/region/rhein-berg-oberberg/roesrath/anlieger-sollten-zahlen-roesrath-verzichtet-befristet-auf-neu-strassenausbaumassnahmen-32031144	https://www.ksta.de/image/32031140/2x1/300/150/8a511057d7b7a53afef5ecfb4c069bc6/TD/71-143834038--null--12-02-2019-18-56-46-875-.jpg	126567	2038fe7e7e584264	Rösrath verzichtet befristet auf neue Stra­ßen-Aus­bau­maß­nahmen	Ein Jahr Zeit verschafft hat sich die Rösrather Politik im Tauziehen um die Anwen­dung des Kommu­nal­ab­ga­ben­ge­setzes (KAG). Wie berichtet, hatten sich Anwohner des Linden­wegs mit einem Bürge­ran­trag an den Rat gewandt.Darin wurde gefor­dert, alle ge	2598	8166	24	0.0029390154298310064
514531972	125930	https://www.ksta.de/koeln/amt-der-schuldezernentin-koelner-eltern-fordern-fortsetzung-des-auswahlverfahrens-32032760	https://www.ksta.de/image/32032756/2x1/300/150/eda8139d67f3b5ef068dab7f56599d76/BS/ratssitzung.jpg	126569	ffc72727212e2000	Kölner Eltern fordern Fort­set­zung des Auswahl­ver­fah­rens	Mit einem drin­genden Appell haben sowohl Kölns Stadt­schul­pfleg­schaft wie auch der Stadt­sport­bund Ober­bür­ger­meis­terin Henri­ette Reker aufge­for­dert, das Auswahl­ver­fahren für eine neue Schul- und Sport­de­zer­nentin fort­zu­setzen. „Wir bitten	1457	46	0	0.0
514533675	125931	https://www.ksta.de/nrw/mann-geraet-an-koelner-hauptbahnhof-unter-zug-32035652	https://www.ksta.de/image/32035650/2x1/300/150/c7531b49069b076dd4f6fb7b0e7ba397/Zk/urn-newsml-dpa-com-20090101-190213-99-972140-large-4-3.jpg	126570	0c0c0e2e76376161	Mann gerät an Kölner Haupt­bahnhof unter Zug	Am Kölner Haupt­bahnhof ist ein Mann unter einen IC geraten. Nach eigenen Angaben stol­perte er am Mitt­woch und stürzte daraufhin ins Gleis, wie eine Poli­zei­spre­cherin sagte. Die Feuer­wehr war mit mehreren Fahr­zeugen und Einsatz­kräften vor Ort, um 	12	50	0	0.0
514533802	125932	https://www.ksta.de/sport/fussball/champions-league-rechte-fc-bayern-fordert-koenigsklasse-im-free-tv-32035472	https://www.ksta.de/image/32035618/2x1/300/150/7b31f2b8b245877e50d157a08cf87b78/ky/champions-league-im-free-tv.jpg	126571	f8100060e7f7f7ff	FC Bayern fordert Königs­klasse im Free-TV	Die meisten Fußball­fans werden die Forde­rung von Karl-Heinz Rumme­nigge gern gehört haben. Der Bayern-Boss setzte sich via „Sport Bild“ für eine Rück­kehr der Cham­pions League ins Free-TV ein. Das hört sich prima an, funk­tio­niert aber nur, wenn die F	1293	7759	22	0.002835416935172058
514533896	125933	https://www.ksta.de/kultur/-frozen-2--disney-veroeffentlicht-ersten-trailer-zu--die-eiskoenigin-2--32035538	https://www.ksta.de/image/32035668/2x1/300/150/a9e58ee6688061af43caa8781f21af82/JF/frozen-imago.jpg	126572	405878787010d0f0	Disney veröf­fent­licht ersten Trailer zu „Die Eiskö­nigin 2“	„Let it go, let it gooo...!“ Alle, die bei diesen Zeilen direkt den dazu­ge­hö­rigen Song im Kopf haben, konnten wohl nicht so wirk­lich loslassen. Mehr als fünf Jahre ist es her, dass Disneys „Frozen“, in Deutsch­land „Die Eiskö­nigin“, Kinder­herzen höh	2301	156	0	0.0
514534174	125934	https://www.ksta.de/koeln/fuers-damengedeck-carolin-kebekus-hat-jetzt-ihren-eigenen-likoer-32035546	https://www.ksta.de/image/32035884/2x1/300/150/b549c9b3c3bcecc99d03d399e4ce4cd0/hY/carolin-kebekus-mit-dem-likoer-kebekuss.jpg	126573	ff90d0d010d0941f	Carolin Kebekus hat jetzt ihren eigenen Likör	„Schon vor einem Jahr haben wir mehrere Likör­chen getestet – mit meinem Vater und dem Ensemble von Deine Sitzung “, sagte Carolin Kebekus, als sie mit Gaffel-Mar­ke­ting-Chef  Thomas Deloy im Brau­haus am Dom die nun fertige Krea­tion „Kebe­kuss“ vorstel	4591	93	0	0.0
514536603	125936	https://www.ksta.de/kultur/charlotte-rampling-bekommt-ehrenbaeren-32035756	https://www.ksta.de/image/32035754/2x1/300/150/c6de87c8e1c4569b5de569f950a7d48c/Dw/urn-newsml-dpa-com-20090101-190213-99-973059-large-4-3.jpg	126575	3c3c1a1818080808	Char­lotte Ramp­ling bekommt Ehren­bären	Char­lotte Ramp­ling hat ein oft disku­tiertes Schicksal vieler Schau­spie­le­rinnen auf den Kopf gestellt: Je mehr sie vor der Kamera alterte, desto stärker wurden ihre Rollen.Auf die Entde­ckung des jungen Foto­mo­dells für Theater und Film, die schnell	10	145	0	0.0
514537041	125937	https://www.ksta.de/politik/fahrverbote-auf-der-kippe-eu-gewaehrt-deutschland-spielraum-bei-stickoxid-grenzwerten-32035762	https://www.ksta.de/image/32035116/2x1/300/150/a51c6ff7d823a13ab917a4dcd95dfeb2/Qr/dpa-audi-auspuff.jpg	126576	1b3d64cc64270f0e	EU gewährt Deutsch­land Spiel­raum bei Stick­oxi­d-Grenz­werten	Eine Entschei­dung der EU-Kom­mis­sion könnte dafür sorgen, dass Diesel­fahr­ver­bote in deut­schen Städten in den aller­meisten Fällen hinfällig werden. Das bestä­tigte der CDU-Bun­des­tags­ab­ge­ord­nete und Verkehrs­ex­perte Karsten Möring dem „Kölner 	4318	10958	27	0.002463953276145282
514540950	125939	https://www.ksta.de/sport/mix/zoff-zwischen-straubing-und-del-ein-brutaler-check-und-seine-folgen-32035774	https://www.ksta.de/image/32035920/2x1/300/150/f3e6143b87ad4c7ee3fef0410f27c312/gm/109141430.jpg	126578	bfef898b031b0bff	Ein brutaler Check und seine Folgen	Im deut­schen Eishockey fühlt man sich zurzeit wie in einem Aste­rix-Comic: Ein „gal­li­sches Dorf“ wehrt sich mit allen Mitteln gegen die schein­bare Willkür des Herr­schers. Gemeint sind die Tigers aus dem 45.000-Ein­woh­ner-Städt­chen Strau­bing in Nie	1471	12165	36	0.002959309494451295
514541356	125940	https://www.ksta.de/nrw/viele-beteiligen-sich-an-petition-fuer-spaetere-einschulung-32035656	https://www.ksta.de/image/32035654/2x1/300/150/eb9a96cfba9ca2db614e077cad50fa27/Pb/urn-newsml-dpa-com-20090101-190213-99-972564-large-4-3.jpg	126579	fffffdfc29a10100	Viele betei­ligen sich an Peti­tion für spätere Einschu­lung	Mit ihrem Vorstoß gegen eine allzu frühe Einschu­lung von Kindern hat eine Mutter aus Essen den Nerv vieler Eltern getroffen: Ihre Onli­ne-Pe­ti­tion mit der Forde­rung, den Einschu­lungs­-Stichtag zu verschieben, wurde am Mitt­wo­ch­vor­mittag bereits vo	6	37	0	0.0
514542651	125941	https://www.ksta.de/sport/bayer04/-eklig-und-giftig--leverkusens-herausforderung-in-suedrussland-32036002	https://www.ksta.de/image/32036022/2x1/300/150/96d813aab1094e0170c167fb528b9d42/ZY/bailey-flughafen.jpg	126580	71f3f37373717060	Lever­ku­sens Heraus­for­de­rung in Südruss­land	Gesta­pelt auf einem Tresen lagen dutzende Reise­pässe im Check-in-Be­reich des Köln-Bonner Flug­ha­fens. Ein Malheur, wie es Borussia Dort­mund am Tag zuvor unter­laufen war, wollte Bayer 04 Lever­kusen unbe­dingt vermeiden. Beim BVB hatten Jadon Sancho 	1439	7735	23	0.00297349709114415
514544134	125942	https://www.ksta.de/politik/-el-chapo--schuldig-gesprochen---kartelle-bleiben-maechtig-32031100	https://www.ksta.de/image/32031098/2x1/300/150/a6a7c69424c23658f4a6da00988a2c2b/Ro/urn-newsml-dpa-com-20090101-190212-99-959393-large-4-3.jpg	126581	e0307064ecfc3c3c	„El Chapo” schuldig gespro­chen - Kartelle bleiben mächtig	Der Schuld­spruch des früheren mexi­ka­ni­schen Drogen­bosses Joaquín „El Chapo” Guzmán ändert nach Ansicht von Experten nichts an der Macht der Kartelle in den USA und Mexiko.Guzmán war am Dienstag nach sechs­tä­gigen Bera­tungen von einer New Yorker Jur	2	67	0	0.0
514544747	125943	https://www.ksta.de/region/euskirchen-eifel/kriminalitaet-im-kreis-euskirchen-deutlich-wenige-straftaten---hoehere-aufklaerungsquote-32036056	https://www.ksta.de/image/32036068/2x1/300/150/903a6cdc65ee38b0050c2a4a498d1447/cK/brand-gymnasium-schleiden.jpg	126582	fff7c38100000821	Deut­lich weniger Straf­taten – Höhere Aufklä­rungs­quote	Die aufse­hen­er­re­gendste Straftat im Kreis­ge­biet im Jahr 2018 war für Edgar Völl, den stell­ver­tre­tenden Leiter der Direk­tion Krimi­na­lität, die mehr­fache Brand­stif­tung im Johan­nes­-Stur­mi­us-Gym­na­sium in Schleiden. Aller­dings ist der Fal	924	73	0	0.0
514546021	125944	https://www.ksta.de/sport/1-fc-koeln/ex-fc-profi-osako-japans-fussballer-des-jahres-32036048	https://www.ksta.de/image/32036070/2x1/300/150/deb566abb5eeffacee31e148a402c18e/VK/yuyaosako.jpg	126583	1818387874ecefdd	Osako Japans Fußballer des Jahres	Werder Bremens Offen­sivspieler Yuya Osako ist zu Japans „Fuß­baller des Jahres“ 2018 gewählt worden. Dies ergab eine Umfrage unter 160 Sport­jour­na­listen, teilte der Club am Mitt­woch mit. „Ich freue mich natür­lich sehr über diese Auszeich­nung. Das i	1858	84	0	0.0
514546633	125946	https://www.ksta.de/region/oberberg-ks/wipperfuerth-kirchturmuhr--der-nikolauskirche-tickt-wieder-richtig-32035954	https://www.ksta.de/image/32036182/2x1/300/150/31887cd40e00b9ec7214120bd04116d7/wd/kirche-st--nikolaus-wipperfuerth.jpg	126585	f8f0f0b0b0b03030	Kirch­turmuhr der Niko­laus­kirche tickt wieder richtig	Die Repa­ra­tu­r­ar­beiten an der Kirch­turmuhr an der Kirche St. Niko­laus sind jetzt ganz abge­schlossen, damit zeigen alle vier Ziffer­blätter wieder die rich­tige Uhrzeit an. Das teilte gestern das Pfarr­büro von St. Niko­laus mit.Vor gut einem Jahr h	26	51	0	0.0
514546644	125947	https://www.ksta.de/region/oberberg-ks/umruestung-moderne-led-technik-fuer-drei-turnhallen-in-lindlar-32035960	https://www.ksta.de/image/32035958/2x1/300/150/7ac349555100ad5cddbde0ff3643602f/Fs/71-143892710--null--13-02-2019-16-54-36-582-.jpg	126586	ffffff7db8800000	Moderne LED-Technik für drei Turn­hallen in Lindlar	Besseres Licht leuchtet jetzt die drei kommu­nalen Turn­hallen in Schmitz­höhe, Harte­gasse und die Lenne­fe­tal­halle aus. Die Gemeinde hat dort die Beleuch­tung auf LED-Technik umge­rüstet und dabei auch moderne Steue­rungs­technik instal­liert. Präsenz	57	146	0	0.0
514546939	125948	https://www.ksta.de/koeln/sexueller-hintergrund--koelner-gericht-zweifelt-finanzielles-motiv-des-ebay-kaeufers-an-32036078	https://www.ksta.de/image/32036168/2x1/300/150/7681fb47d82718d384964e939b87d9f5/Ff/060219ebay-moerder04--1-.jpg	126587	f9f9d99909090b0b	Kölner Gericht zwei­felt finan­zi­elles Motiv des Ebay-Käu­fers an	„Alles war voller Blut, überall. Im Trep­pen­haus, im Flur, im Bad und Kinder­zimmer“: Die Spuren­si­che­rung hatte alle Hände voll zu tun, als sie im August vergan­genen Jahres nach einem Raub­über­fall am Goten­ring in Deutz ihre Arbeit aufnahm. Ein Pol	2586	4838	25	0.005167424555601488
